Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0,P25,P50,P75,P100,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
945,0.0000,404.0000,0.0000,607.0000,189.5700,114.5609,0.0000,103.0000,203.0000,302.0000,404.0000,21.0500,2101847.2292,0.0010
946,0.0000,406.0000,0.0000,607.0000,188.7400,114.2000,0.0000,102.0000,203.0000,302.0000,406.0000,0.8300,Infinity,0.0000
947,0.0000,504.0000,0.0000,607.0000,191.6600,115.7672,0.0000,102.0000,203.5000,302.0000,504.0000,-2.9200,-292058.4117,0.0010
948,0.0000,405.0000,0.0000,607.0000,187.8700,121.4092,0.0000,102.0000,203.0000,303.0000,405.0000,3.7900,Infinity,0.0000
949,0.0000,405.0000,0.0000,607.0000,181.6700,116.1291,0.0000,102.0000,203.0000,302.0000,405.0000,6.2000,621990.3692,0.0010
950,0.0000,404.0000,0.0000,607.0000,184.5300,114.2266,0.0000,102.0000,203.0000,302.0000,404.0000,-2.8600,-Infinity,0.0000
951,0.0000,405.0000,0.0000,607.0000,199.6000,123.1894,0.0000,102.7500,203.0000,303.0000,405.0000,-15.0700,-1505344.1215,0.0010
952,0.0000,405.0000,0.0000,607.0000,176.4600,123.1775,0.0000,101.0000,202.5000,302.0000,405.0000,23.1400,Infinity,0.0000
953,0.0000,406.0000,0.0000,607.0000,183.5600,113.7325,0.0000,101.7500,203.0000,301.2500,406.0000,-7.1000,-711636.7646,0.0010
954,0.0000,403.0000,0.0000,607.0000,186.4800,121.4095,0.0000,101.7500,203.0000,302.0000,403.0000,-2.9200,-Infinity,0.0000
955,0.0000,404.0000,0.0000,607.0000,191.7800,116.2359,0.0000,102.7500,203.0000,302.0000,404.0000,-5.3000,-Infinity,0.0000
956,0.0000,404.0000,0.0000,607.0000,184.4700,113.4076,0.0000,103.7500,203.0000,302.0000,404.0000,7.3100,677228.0897,0.0011
957,0.0000,404.0000,0.0000,607.0000,194.4900,116.9963,0.0000,104.0000,203.0000,302.0000,404.0000,-10.0200,-1000099.8104,0.0010
958,0.0000,405.0000,0.0000,607.0000,189.4400,135.2867,0.0000,102.0000,202.5000,303.0000,405.0000,5.0500,Infinity,0.0000
959,0.0000,502.0000,0.0000,607.0000,185.5200,124.7760,0.0000,102.0000,203.0000,302.0000,502.0000,3.9200,392431.6748,0.0010
960,0.0000,404.0000,0.0000,607.0000,182.6700,126.7117,0.0000,101.0000,203.0000,303.0000,404.0000,2.8500,Infinity,0.0000
961,0.0000,404.0000,0.0000,607.0000,213.6600,133.5550,0.0000,102.0000,204.5000,304.0000,404.0000,-30.9900,-3093123.0662,0.0010
962,0.0000,502.0000,0.0000,607.0000,209.5900,126.8524,0.0000,102.7500,204.0000,303.0000,502.0000,4.0700,Infinity,0.0000
963,0.0000,501.0000,0.0000,607.0000,200.7900,127.6255,0.0000,102.0000,204.0000,303.2500,501.0000,8.8000,881498.5475,0.0010
964,0.0000,405.0000,0.0000,607.0000,203.9100,131.2191,0.0000,102.0000,205.0000,304.0000,405.0000,-3.1200,-Infinity,0.0000
965,0.0000,406.0000,0.0000,607.0000,210.0200,131.7268,0.0000,103.0000,205.0000,304.0000,406.0000,-6.1100,-Infinity,0.0000
966,0.0000,404.0000,0.0000,607.0000,200.8800,118.4832,0.0000,102.0000,204.0000,303.0000,404.0000,9.1400,914548.7292,0.0010
967,0.0000,506.0000,0.0000,607.0000,199.8000,125.5814,0.0000,101.0000,203.5000,304.0000,506.0000,1.0800,Infinity,0.0000
968,0.0000,504.0000,0.0000,607.0000,198.5000,122.7226,0.0000,102.0000,203.0000,303.0000,504.0000,1.3000,130234.4220,0.0010
969,0.0000,406.0000,0.0000,607.0000,195.5300,120.5202,0.0000,103.0000,203.0000,303.0000,406.0000,2.9700,Infinity,0.0000
970,0.0000,506.0000,0.0000,607.0000,211.7000,120.2958,0.0000,102.7500,203.5000,304.0000,506.0000,-16.1700,-1615223.2544,0.0010
971,0.0000,505.0000,0.0000,607.0000,215.7100,122.2503,0.0000,105.0000,203.5000,303.0000,505.0000,-4.0100,-Infinity,0.0000
972,0.0000,505.0000,0.0000,607.0000,214.7700,119.4238,0.0000,176.2500,203.5000,304.0000,505.0000,0.9400,93737.5349,0.0010
973,0.0000,503.0000,0.0000,607.0000,205.7300,123.8996,0.0000,102.7500,204.0000,303.2500,503.0000,9.0400,Infinity,0.0000
974,0.0000,503.0000,0.0000,607.0000,208.8000,118.1216,0.0000,104.7500,204.0000,303.0000,503.0000,-3.0700,-308171.0500,0.0010
975,0.0000,502.0000,0.0000,607.0000,210.7000,123.1310,0.0000,102.7500,203.5000,303.0000,502.0000,-1.9000,-Infinity,0.0000
976,0.0000,404.0000,0.0000,607.0000,212.6400,126.2525,0.0000,103.0000,204.5000,304.0000,404.0000,-1.9400,-193903.0485,0.0010
977,0.0000,503.0000,0.0000,607.0000,221.7000,125.6073,0.0000,201.0000,205.0000,304.0000,503.0000,-9.0600,-Infinity,0.0000
978,0.0000,504.0000,0.0000,607.0000,206.6400,128.8640,0.0000,103.0000,204.0000,303.0000,504.0000,15.0600,1503444.1450,0.0010
979,0.0000,504.0000,0.0000,607.0000,224.6700,127.0413,0.0000,200.7500,204.0000,303.2500,504.0000,-18.0300,-Infinity,0.0000
980,0.0000,404.0000,0.0000,607.0000,224.8200,115.2858,0.0000,202.0000,206.5000,303.0000,404.0000,-0.1500,-15004.5014,0.0010
981,0.0000,504.0000,0.0000,607.0000,212.9000,128.6045,0.0000,103.7500,204.0000,304.0000,504.0000,11.9200,Infinity,0.0000
982,0.0000,502.0000,0.0000,607.0000,213.9500,123.3173,0.0000,104.7500,204.0000,303.0000,502.0000,-1.0500,-104968.5094,0.0010
983,0.0000,503.0000,0.0000,607.0000,205.6700,117.9809,0.0000,200.7500,203.0000,303.0000,503.0000,8.2800,Infinity,0.0000
984,0.0000,503.0000,0.0000,607.0000,200.0100,117.0067,0.0000,104.0000,205.0000,303.0000,503.0000,5.6600,566793.5109,0.0010
985,0.0000,504.0000,0.0000,607.0000,190.8300,122.9773,0.0000,102.7500,204.0000,303.0000,504.0000,9.1800,Infinity,0.0000
986,0.0000,502.0000,0.0000,607.0000,207.7800,132.4479,0.0000,103.0000,204.0000,304.0000,502.0000,-16.9500,-Infinity,0.0000
987,0.0000,505.0000,0.0000,607.0000,212.8200,127.0915,0.0000,103.0000,204.0000,304.0000,505.0000,-5.0400,-503647.4468,0.0010
988,0.0000,502.0000,0.0000,607.0000,198.6600,135.1902,0.0000,101.7500,204.0000,304.0000,502.0000,14.1600,Infinity,0.0000
989,0.0000,502.0000,0.0000,607.0000,174.5700,127.5980,0.0000,101.0000,202.0000,302.0000,502.0000,24.0900,2396299.6121,0.0010
990,0.0000,502.0000,0.0000,607.0000,191.6700,119.9527,0.0000,103.0000,203.0000,303.0000,502.0000,-17.1000,-Infinity,0.0000
991,0.0000,504.0000,0.0000,607.0000,183.5700,122.3916,0.0000,102.0000,203.0000,302.0000,504.0000,8.1000,811054.3707,0.0010
992,0.0000,404.0000,0.0000,607.0000,185.6500,120.2514,0.0000,102.0000,203.0000,303.2500,404.0000,-2.0800,-Infinity,0.0000
993,0.0000,505.0000,0.0000,607.0000,191.8500,128.8841,0.0000,103.0000,203.0000,303.0000,505.0000,-6.2000,-619938.0062,0.0010
994,0.0000,505.0000,0.0000,607.0000,204.0500,130.1621,0.0000,103.0000,204.0000,303.0000,505.0000,-12.2000,-Infinity,0.0000
995,0.0000,504.0000,0.0000,607.0000,205.7200,131.6652,0.0000,102.0000,204.0000,304.0000,504.0000,-1.6700,-166268.4190,0.0010
996,0.0000,505.0000,0.0000,607.0000,195.7500,136.2457,0.0000,101.0000,204.0000,304.0000,505.0000,9.9700,Infinity,0.0000
997,0.0000,505.0000,0.0000,607.0000,198.6900,138.1016,0.0000,102.0000,204.0000,303.0000,505.0000,-2.9400,-294914.2341,0.0010
998,0.0000,504.0000,0.0000,607.0000,192.7500,132.4369,0.0000,101.7500,203.5000,303.0000,504.0000,5.9400,593288.0543,0.0010
999,0.0000,405.0000,0.0000,607.0000,184.6100,124.4457,0.0000,101.0000,203.0000,303.0000,405.0000,8.1400,Infinity,0.0000
1000,0.0000,500.0000,0.0000,607.0000,196.7900,124.1399,0.0000,103.0000,203.0000,303.0000,500.0000,-12.1800,-1218000.0000,0.0010
1001,0.0000,503.0000,0.0000,607.0000,191.6900,115.7539,0.0000,101.0000,203.0000,303.0000,503.0000,5.1000,Infinity,0.0000
1002,0.0000,504.0000,0.0000,607.0000,204.5700,120.9465,0.0000,102.7500,203.0000,303.0000,504.0000,-12.8800,-1288644.3222,0.0010
1003,0.0000,503.0000,0.0000,607.0000,184.4100,128.5820,0.0000,101.0000,202.0000,303.0000,503.0000,20.1600,Infinity,0.0000
1004,0.0000,406.0000,0.0000,607.0000,179.1900,129.1538,0.0000,100.7500,203.0000,303.0000,406.0000,5.2200,522313.3880,0.0010
1005,0.0000,406.0000,0.0000,607.0000,170.3300,118.5164,0.0000,100.0000,202.0000,302.0000,406.0000,8.8600,Infinity,0.0000
1006,0.0000,406.0000,0.0000,607.0000,181.3900,120.3910,0.0000,101.0000,203.0000,302.0000,406.0000,-11.0600,-1106885.5084,0.0010
1007,0.0000,405.0000,0.0000,607.0000,184.3800,121.3276,0.0000,101.0000,203.0000,302.2500,405.0000,-2.9900,-299119.6479,0.0010
1008,0.0000,503.0000,0.0000,607.0000,189.2900,128.5883,0.0000,101.0000,202.0000,303.0000,503.0000,-4.9100,-Infinity,0.0000
1009,0.0000,405.0000,0.0000,607.0000,182.3100,112.1636,0.0000,102.0000,202.0000,301.2500,405.0000,6.9800,695565.5207,0.0010
1010,0.0000,406.0000,0.0000,607.0000,184.5300,111.8382,0.0000,102.0000,203.0000,229.5000,406.0000,-2.2200,-Infinity,0.0000
1011,0.0000,503.0000,0.0000,607.0000,197.7600,113.4602,0.0000,104.7500,203.0000,302.2500,503.0000,-13.2300,-1323794.2766,0.0010
1012,0.0000,405.0000,0.0000,607.0000,205.7600,106.1935,0.0000,201.0000,203.0000,303.0000,405.0000,-8.0000,-Infinity,0.0000
1013,0.0000,502.0000,0.0000,607.0000,197.6600,115.1268,0.0000,102.0000,203.5000,303.0000,502.0000,8.1000,810243.0729,0.0010
1014,0.0000,405.0000,0.0000,607.0000,196.7100,109.3755,0.0000,102.0000,203.0000,303.0000,405.0000,0.9500,Infinity,0.0000
1015,0.0000,405.0000,0.0000,607.0000,207.6400,110.1058,0.0000,200.7500,203.0000,303.2500,405.0000,-10.9300,-1095519.6953,0.0010
1016,0.0000,505.0000,0.0000,607.0000,191.7800,115.7728,0.0000,103.0000,203.0000,303.0000,505.0000,15.8600,Infinity,0.0000
1017,0.0000,407.0000,0.0000,607.0000,178.4500,106.9598,0.0000,102.0000,202.0000,205.0000,407.0000,13.3300,1281237.9854,0.0010
1018,0.0000,404.0000,0.0000,607.0000,185.4300,111.1119,0.0000,102.0000,202.0000,300.2500,404.0000,-6.9800,-Infinity,0.0000
1019,0.0000,504.0000,0.0000,607.0000,189.6100,127.0576,0.0000,101.7500,203.0000,303.0000,504.0000,-4.1800,-417916.4167,0.0010
1020,0.0000,405.0000,0.0000,607.0000,191.9800,123.1242,0.0000,102.0000,204.0000,302.0000,405.0000,-2.3700,-236149.8605,0.0010
1021,0.0000,503.0000,0.0000,607.0000,218.0400,122.2162,0.0000,104.7500,204.0000,304.0000,503.0000,-26.0600,-Infinity,0.0000
1022,0.0000,503.0000,0.0000,607.0000,220.8500,124.5786,0.0000,104.0000,204.0000,304.0000,503.0000,-2.8100,-279657.6433,0.0010
1023,0.0000,502.0000,0.0000,607.0000,198.6000,120.7282,0.0000,102.0000,204.0000,303.0000,502.0000,22.2500,Infinity,0.0000
1024,0.0000,505.0000,0.0000,607.0000,219.7400,145.8504,0.0000,102.0000,204.0000,304.0000,505.0000,-21.1400,-2132553.2130,0.0010
1025,0.0000,504.0000,0.0000,607.0000,226.6100,132.1476,0.0000,176.7500,204.0000,304.0000,504.0000,-6.8700,-Infinity,0.0000
1026,0.0000,406.0000,0.0000,607.0000,211.7100,125.1119,0.0000,103.0000,204.0000,304.0000,406.0000,14.9000,1488511.4885,0.0010
1027,0.0000,404.0000,0.0000,607.0000,207.7900,119.6320,0.0000,103.0000,204.0000,303.2500,404.0000,3.9200,Infinity,0.0000
1028,0.0000,504.0000,0.0000,607.0000,206.6700,125.1480,0.0000,103.0000,204.0000,303.2500,504.0000,1.1200,112033.6101,0.0010
1029,0.0000,504.0000,0.0000,607.0000,205.7500,127.8499,0.0000,103.7500,204.0000,303.0000,504.0000,0.9200,Infinity,0.0000
1030,0.0000,504.0000,0.0000,607.0000,200.5700,135.0817,0.0000,102.0000,203.0000,303.2500,504.0000,5.1800,518207.2829,0.0010
1031,0.0000,405.0000,0.0000,607.0000,194.5000,119.9127,0.0000,101.0000,203.0000,302.2500,405.0000,6.0700,Infinity,0.0000
1032,0.0000,504.0000,0.0000,607.0000,208.6000,130.7127,0.0000,102.0000,203.5000,304.0000,504.0000,-14.1000,-1410564.2257,0.0010
1033,0.0000,504.0000,0.0000,607.0000,209.6500,140.5312,0.0000,101.0000,204.0000,304.0000,504.0000,-1.0500,-Infinity,0.0000
1034,0.0000,503.0000,0.0000,607.0000,203.5200,131.7931,0.0000,102.7500,204.0000,303.0000,503.0000,6.1300,612632.4205,0.0010
1035,0.0000,604.0000,0.0000,607.0000,205.7200,137.8401,0.0000,101.0000,205.0000,304.0000,604.0000,-2.2000,-Infinity,0.0000
1036,0.0000,505.0000,0.0000,607.0000,222.7700,134.3866,0.0000,104.0000,205.0000,304.0000,505.0000,-17.0500,-1699730.8344,0.0010
1037,0.0000,505.0000,0.0000,607.0000,221.6700,130.3697,0.0000,104.0000,204.5000,304.0000,505.0000,1.1000,Infinity,0.0000
1038,0.0000,505.0000,0.0000,607.0000,199.6100,129.4360,0.0000,102.0000,203.0000,303.0000,505.0000,22.0600,2211972.3253,0.0010
1039,0.0000,502.0000,0.0000,607.0000,203.3700,132.3732,0.0000,101.7500,203.0000,303.0000,502.0000,-3.7600,-Infinity,0.0000
1040,0.0000,503.0000,0.0000,607.0000,202.5600,128.8131,0.0000,102.7500,203.0000,303.0000,503.0000,0.8100,81008.1008,0.0010
1041,0.0000,503.0000,0.0000,607.0000,218.7900,130.9815,0.0000,104.7500,204.0000,303.2500,503.0000,-16.2300,-Infinity,0.0000
1042,0.0000,503.0000,0.0000,607.0000,204.8500,121.5461,0.0000,103.0000,204.0000,303.0000,503.0000,13.9400,1395535.0886,0.0010
1043,0.0000,503.0000,0.0000,607.0000,214.0000,121.5150,0.0000,201.0000,204.0000,303.2500,503.0000,-9.1500,-Infinity,0.0000
1044,0.0000,404.0000,0.0000,607.0000,216.6900,112.1304,0.0000,201.0000,204.0000,303.0000,404.0000,-2.6900,-268784.9720,0.0010
1045,0.0000,406.0000,0.0000,607.0000,213.7900,123.3788,0.0000,105.0000,204.0000,304.0000,406.0000,2.9000,Infinity,0.0000
1046,0.0000,406.0000,0.0000,607.0000,205.7700,117.8859,0.0000,104.0000,204.0000,303.0000,406.0000,8.0200,Infinity,0.0000
1047,0.0000,406.0000,0.0000,607.0000,207.7200,123.8024,0.0000,102.0000,204.0000,303.0000,406.0000,-1.9500,-195019.5020,0.0010
1048,0.0000,405.0000,0.0000,607.0000,206.7400,119.2363,0.0000,105.5000,204.0000,303.0000,405.0000,0.9800,Infinity,0.0000
1049,0.0000,406.0000,0.0000,607.0000,192.5000,127.1573,0.0000,101.0000,203.0000,302.2500,406.0000,14.2400,1415366.2658,0.0010
1050,0.0000,404.0000,0.0000,607.0000,190.4700,128.4134,0.0000,101.0000,203.0000,303.0000,404.0000,2.0300,Infinity,0.0000
1051,0.0000,504.0000,0.0000,607.0000,224.6100,130.9949,0.0000,201.0000,205.0000,304.0000,504.0000,-34.1400,-3417417.4174,0.0010
1052,0.0000,505.0000,0.0000,607.0000,211.4000,136.7719,0.0000,102.0000,203.5000,303.0000,505.0000,13.2100,Infinity,0.0000
1053,0.0000,505.0000,0.0000,607.0000,195.2400,133.9749,0.0000,101.0000,202.5000,303.0000,505.0000,16.1600,1615353.8585,0.0010
1054,0.0000,406.0000,0.0000,607.0000,172.4700,127.9198,0.0000,76.0000,202.0000,302.0000,406.0000,22.7700,Infinity,0.0000
1055,0.0000,406.0000,0.0000,607.0000,181.5600,127.0496,0.0000,101.0000,202.0000,303.0000,406.0000,-9.0900,-910365.5483,0.0010
1056,0.0000,407.0000,0.0000,607.0000,163.4600,128.7855,0.0000,4.0000,202.0000,302.0000,407.0000,18.1000,Infinity,0.0000
1057,0.0000,503.0000,0.0000,607.0000,171.5000,131.6994,0.0000,76.5000,202.0000,302.0000,503.0000,-8.0400,-803196.8032,0.0010
1058,0.0000,404.0000,0.0000,607.0000,182.5500,126.3834,0.0000,101.0000,203.5000,303.0000,404.0000,-11.0500,-Infinity,0.0000
1059,0.0000,502.0000,0.0000,607.0000,187.6200,124.4226,0.0000,101.0000,203.0000,303.0000,502.0000,-5.0700,-507659.9579,0.0010
1060,0.0000,503.0000,0.0000,607.0000,213.9200,125.8489,0.0000,103.0000,204.5000,304.0000,503.0000,-26.3000,-Infinity,0.0000
1061,0.0000,504.0000,0.0000,607.0000,213.9800,128.0565,0.0000,103.7500,204.0000,304.0000,504.0000,-0.0600,-5989.8173,0.0010
1062,0.0000,405.0000,0.0000,607.0000,225.9200,125.5596,0.0000,177.2500,205.5000,304.0000,405.0000,-11.9400,-Infinity,0.0000
1063,0.0000,406.0000,0.0000,607.0000,221.9500,124.0232,0.0000,105.0000,301.0000,304.0000,406.0000,3.9700,396841.2635,0.0010
1064,0.0000,503.0000,0.0000,607.0000,208.9400,119.9411,0.0000,103.7500,204.0000,304.0000,503.0000,13.0100,Infinity,0.0000
1065,0.0000,406.0000,0.0000,607.0000,204.8000,124.3699,0.0000,102.0000,204.5000,303.0000,406.0000,4.1400,Infinity,0.0000
1066,0.0000,504.0000,0.0000,607.0000,208.7900,126.7339,0.0000,103.0000,204.0000,304.0000,504.0000,-3.9900,-399519.3752,0.0010
1067,0.0000,405.0000,0.0000,607.0000,198.7400,126.6140,0.0000,101.0000,204.0000,303.0000,405.0000,10.0500,Infinity,0.0000
1068,0.0000,406.0000,0.0000,607.0000,206.7500,121.7578,0.0000,102.7500,204.0000,303.0000,406.0000,-8.0100,-800679.7281,0.0010
1069,0.0000,405.0000,0.0000,607.0000,207.6500,124.7699,0.0000,102.0000,204.0000,303.0000,405.0000,-0.9000,-Infinity,0.0000
1070,0.0000,405.0000,0.0000,607.0000,197.8100,120.5492,0.0000,102.7500,203.0000,302.2500,405.0000,9.8400,984098.4098,0.0010
1071,0.0000,405.0000,0.0000,607.0000,189.6500,118.2570,0.0000,103.0000,203.0000,303.0000,405.0000,8.1600,Infinity,0.0000
1072,0.0000,502.0000,0.0000,607.0000,174.7000,122.7939,0.0000,101.0000,203.0000,303.0000,502.0000,14.9500,1489340.5061,0.0010
1073,0.0000,406.0000,0.0000,607.0000,185.8400,125.3345,0.0000,102.0000,203.0000,303.0000,406.0000,-11.1400,-Infinity,0.0000
1074,0.0000,503.0000,0.0000,607.0000,179.7400,120.9543,0.0000,102.0000,203.0000,302.0000,503.0000,6.1000,610977.5641,0.0010
1075,0.0000,502.0000,0.0000,607.0000,195.7100,120.2989,0.0000,102.0000,203.0000,303.0000,502.0000,-15.9700,-Infinity,0.0000
1076,0.0000,506.0000,0.0000,607.0000,209.6300,118.6117,0.0000,176.2500,204.0000,303.0000,506.0000,-13.9200,-1393393.3934,0.0010
1077,0.0000,406.0000,0.0000,607.0000,200.6500,129.1262,0.0000,101.7500,204.0000,303.0000,406.0000,8.9800,Infinity,0.0000
1078,0.0000,405.0000,0.0000,607.0000,208.8200,112.2731,0.0000,201.0000,204.0000,303.0000,405.0000,-8.1700,-Infinity,0.0000
1079,0.0000,505.0000,0.0000,607.0000,208.9400,121.7464,0.0000,104.7500,205.0000,303.2500,505.0000,-0.1200,-7977.6625,0.0015
1080,0.0000,406.0000,0.0000,607.0000,207.8200,123.0847,0.0000,102.0000,204.0000,303.0000,406.0000,1.1200,Infinity,0.0000
1081,0.0000,405.0000,0.0000,607.0000,174.5900,127.6485,0.0000,101.0000,203.0000,303.0000,405.0000,33.2300,3307784.1927,0.0010
1082,0.0000,504.0000,0.0000,607.0000,178.9900,119.6858,0.0000,102.0000,203.0000,302.2500,504.0000,-4.4000,-Infinity,0.0000
1083,0.0000,407.0000,0.0000,607.0000,184.7800,124.0304,0.0000,101.0000,203.5000,303.2500,407.0000,-5.7900,-579000.0000,0.0010
1084,0.0000,503.0000,0.0000,607.0000,190.8000,127.0760,0.0000,102.0000,203.5000,303.0000,503.0000,-6.0200,-Infinity,0.0000
1085,0.0000,505.0000,0.0000,607.0000,199.7300,131.8736,0.0000,101.7500,204.0000,303.2500,505.0000,-8.9300,-891662.5062,0.0010
1086,0.0000,602.0000,0.0000,607.0000,206.8700,114.0518,0.0000,103.0000,204.0000,303.0000,602.0000,-7.1400,-Infinity,0.0000
1087,0.0000,503.0000,0.0000,607.0000,214.7800,125.3790,0.0000,104.0000,204.0000,304.0000,503.0000,-7.9100,-792029.6385,0.0010
1088,0.0000,500.0000,0.0000,607.0000,231.8500,124.3251,0.0000,202.0000,205.5000,304.0000,500.0000,-17.0700,-Infinity,0.0000
1089,0.0000,405.0000,0.0000,607.0000,216.8100,119.1626,0.0000,103.0000,205.0000,304.0000,405.0000,15.0400,1504300.8602,0.0010
1090,0.0000,404.0000,0.0000,607.0000,222.7400,118.3523,0.0000,201.0000,205.0000,304.0000,404.0000,-5.9300,-Infinity,0.0000
1091,0.0000,504.0000,0.0000,607.0000,207.6200,123.6837,0.0000,176.5000,203.5000,302.0000,504.0000,15.1200,1512302.4605,0.0010
1092,0.0000,500.0000,0.0000,607.0000,213.8500,121.4951,0.0000,104.7500,204.0000,303.0000,500.0000,-6.2300,-Infinity,0.0000
1093,0.0000,503.0000,0.0000,607.0000,199.7000,119.4055,0.0000,102.7500,203.0000,303.0000,503.0000,14.1500,1414434.2263,0.0010
1094,0.0000,501.0000,0.0000,607.0000,191.5400,115.6177,0.0000,102.0000,203.0000,302.0000,501.0000,8.1600,Infinity,0.0000
1095,0.0000,404.0000,0.0000,607.0000,174.5300,117.5950,0.0000,101.0000,203.0000,205.0000,404.0000,17.0100,1694729.5008,0.0010
1096,0.0000,405.0000,0.0000,607.0000,180.4200,120.7864,0.0000,101.0000,203.0000,303.0000,405.0000,-5.8900,-Infinity,0.0000
1097,0.0000,404.0000,0.0000,607.0000,185.3600,118.5062,0.0000,101.0000,202.0000,302.0000,404.0000,-4.9400,-496033.7383,0.0010
1098,0.0000,504.0000,0.0000,607.0000,194.4800,130.2001,0.0000,101.0000,203.0000,303.0000,504.0000,-9.1200,-Infinity,0.0000
1099,0.0000,504.0000,0.0000,607.0000,209.5800,124.3588,0.0000,102.7500,204.0000,303.0000,504.0000,-15.1000,-1510302.0604,0.0010
1100,0.0000,405.0000,0.0000,607.0000,206.7300,120.1779,0.0000,103.0000,204.0000,303.0000,405.0000,2.8500,Infinity,0.0000
1101,0.0000,503.0000,0.0000,607.0000,204.5100,124.1143,0.0000,102.0000,204.0000,303.0000,503.0000,2.2200,220785.6788,0.0010
1102,0.0000,503.0000,0.0000,607.0000,197.2900,116.0978,0.0000,103.7500,203.0000,302.0000,503.0000,7.2200,Infinity,0.0000
1103,0.0000,503.0000,0.0000,607.0000,193.4700,124.3814,0.0000,101.7500,203.0000,303.0000,503.0000,3.8200,383726.7705,0.0010
1104,0.0000,405.0000,0.0000,607.0000,200.3900,126.7553,0.0000,102.0000,202.0000,303.0000,405.0000,-6.9200,-Infinity,0.0000
1105,0.0000,406.0000,0.0000,607.0000,212.8000,128.7988,0.0000,103.0000,204.0000,304.0000,406.0000,-12.4100,-1241248.2496,0.0010
1106,0.0000,406.0000,0.0000,607.0000,209.7300,129.4281,0.0000,102.5000,204.0000,304.0000,406.0000,3.0700,Infinity,0.0000
1107,0.0000,504.0000,0.0000,607.0000,205.7000,122.3023,0.0000,103.0000,203.0000,303.2500,504.0000,4.0300,402516.9796,0.0010
1108,0.0000,404.0000,0.0000,607.0000,198.6700,111.3568,0.0000,103.0000,204.0000,303.0000,404.0000,7.0300,Infinity,0.0000
1109,0.0000,405.0000,0.0000,607.0000,198.6900,123.1846,0.0000,102.7500,203.0000,303.0000,405.0000,-0.0200,-Infinity,0.0000
1110,0.0000,505.0000,0.0000,607.0000,208.7300,116.6038,0.0000,103.7500,204.0000,303.0000,505.0000,-10.0400,-1003799.2402,0.0010
1111,0.0000,504.0000,0.0000,607.0000,204.7800,122.6949,0.0000,102.0000,205.0000,303.0000,504.0000,3.9500,Infinity,0.0000
1112,0.0000,502.0000,0.0000,607.0000,182.6000,124.4708,0.0000,101.0000,203.0000,303.0000,502.0000,22.1800,2219997.9982,0.0010
1113,0.0000,405.0000,0.0000,607.0000,174.6400,120.4029,0.0000,101.0000,203.0000,303.0000,405.0000,7.9600,Infinity,0.0000
1114,0.0000,405.0000,0.0000,607.0000,181.5000,117.1441,0.0000,101.0000,203.0000,302.2500,405.0000,-6.8600,-682790.8829,0.0010
1115,0.0000,502.0000,0.0000,607.0000,190.4700,122.0411,0.0000,102.0000,203.0000,303.0000,502.0000,-8.9700,-Infinity,0.0000
1116,0.0000,502.0000,0.0000,607.0000,202.7000,117.6301,0.0000,103.7500,204.0000,303.0000,502.0000,-12.2300,-1223979.1833,0.0010
1117,0.0000,405.0000,0.0000,607.0000,202.9400,119.2512,0.0000,105.7500,204.0000,303.0000,405.0000,-0.2400,-Infinity,0.0000
1118,0.0000,405.0000,0.0000,607.0000,206.9900,108.6132,0.0000,104.0000,204.0000,303.2500,405.0000,-4.0500,-404716.6983,0.0010
1119,0.0000,405.0000,0.0000,607.0000,200.7400,115.9830,0.0000,103.5000,203.5000,303.0000,405.0000,6.2500,Infinity,0.0000
1120,0.0000,505.0000,0.0000,607.0000,202.6800,122.7303,0.0000,102.0000,203.0000,303.0000,505.0000,-1.9400,-194135.8951,0.0010
1121,0.0000,505.0000,0.0000,607.0000,194.6200,122.4607,0.0000,102.0000,203.5000,303.0000,505.0000,8.0600,Infinity,0.0000
1122,0.0000,502.0000,0.0000,607.0000,208.7500,123.9260,0.0000,103.0000,204.0000,303.0000,502.0000,-14.1300,-Infinity,0.0000
1123,0.0000,405.0000,0.0000,607.0000,208.7700,112.8962,0.0000,103.7500,205.0000,303.0000,405.0000,-0.0200,-1975.8941,0.0010
1124,0.0000,506.0000,0.0000,607.0000,181.4400,129.2455,0.0000,101.0000,203.0000,301.2500,506.0000,27.3300,Infinity,0.0000
1125,0.0000,506.0000,0.0000,607.0000,182.6400,125.2876,0.0000,101.0000,203.0000,303.0000,506.0000,-1.2000,-121457.4899,0.0010
1126,0.0000,407.0000,0.0000,607.0000,189.7900,126.5504,0.0000,101.7500,203.0000,303.0000,407.0000,-7.1500,-Infinity,0.0000
1127,0.0000,505.0000,0.0000,607.0000,199.7300,137.8490,0.0000,101.0000,204.0000,304.0000,505.0000,-9.9400,-994696.2874,0.0010
1128,0.0000,504.0000,0.0000,607.0000,162.4900,118.6941,0.0000,101.0000,202.0000,229.7500,504.0000,37.2400,Infinity,0.0000
1129,0.0000,505.0000,0.0000,607.0000,179.5900,126.0137,0.0000,101.0000,203.0000,302.0000,505.0000,-17.1000,-1708291.7083,0.0010
1130,0.0000,505.0000,0.0000,607.0000,181.4900,127.2280,0.0000,101.0000,203.0000,303.0000,505.0000,-1.9000,-Infinity,0.0000
